ORF,GENE,s coeff nominal,s coeff nacl,DIFF,Name,Function
YDR060W,MAK21,0.001643115,0.01391417,0.012271055,MAintenance of Killer,"Constituent of 66S pre-ribosomal particles, required for large (60S) ribosomal subunit biogenesis; involved in nuclear export of pre-ribosomes; required for maintenance of dsRNA virus; homolog of human CAATT-binding protein"
YPR035W,GLN1,0.001647769,0.003774848,0.002127079,GLutamiNe metabolism,"Glutamine synthetase (GS), synthesizes glutamine from glutamate and ammonia; with Glt1p, forms the secondary pathway for glutamate biosynthesis from ammonia; expression regulated by nitrogen source and by amino acid limitation"
YJL005W,CYR1,0.001652986,0.007964592,0.006311605,CYclic AMP Requirement,"Adenylate cyclase, required for cAMP production and cAMP-dependent protein kinase signaling; the cAMP pathway controls a variety of cellular processes, including metabolism, cell cycle, stress response, stationary phase, and sporulation"
YMR005W,TAF4,0.001655648,0.013659275,0.012003627,TATA binding protein-Associated Factor,"TFIID subunit (48 kDa), involved in RNA polymerase II transcription initiation; potential Cdc28p substrate"
YNL061W,NOP2,0.001673578,0.002091598,0.00041802,NucleOlar Protein,"Probable RNA m(5)C methyltransferase, essential for processing and maturation of 27S pre-rRNA and large ribosomal subunit biogenesis; localized to the nucleolus; constituent of 66S pre-ribosomal particles"
YDR331W,GPI8,0.001681729,-0.008268023,0.009949752,GlycosylPhosphatidylInositol anchor biosynthesis,ER membrane glycoprotein subunit of the glycosylphosphatidylinositol transamidase complex that adds glycosylphosphatidylinositol (GPI) anchors to newly synthesized proteins; human PIG-K protein is a functional homolog
YER104W,RTT105,0.001695746,0.004350167,0.002654421,Regulator of Ty1 Transposition,Protein with a role in regulation of Ty1 transposition
YDL043C,PRP11,0.00169947,0.003924922,0.002225451,Pre-mRNA Processing,"Subunit of the SF3a splicing factor complex, required for spliceosome assembly"
YDL195W,SEC31,0.001722557,-0.009990825,0.011713383,SECretory,"Component of the Sec13p-Sec31p complex of the COPII vesicle coat, required for vesicle formation in ER to Golgi transport; mutant has increased aneuploidy tolerance"
YER012W,PRE1,0.001748776,0.003823247,0.002074472,PRoteinase yscE,Beta 4 subunit of the 20S proteasome; localizes to the nucleus throughout the cell cycle
YBL026W,LSM2,0.001766116,0.001602149,0.000163967,Like SM,"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA"
YBR152W,SPP381,0.00176762,0.002798583,0.001030962,Suppressor of PrP38-1,"mRNA splicing factor, component of U4/U6.U5 tri-snRNP; interacts genetically and physically with Prp38p"
YJL010C,NOP9,0.001774727,0,0.001774727,NucleOlar Protein,Essential subunit of U3-containing 90S preribosome involved in production of 18S rRNA and assembly of small ribosomal subunit; also part of pre-40S ribosome and required for its export into cytoplasm; binds RNA and contains pumilio domain
YLR117C,CLF1,0.001803807,-0.000143144,0.001946951,Crooked neck-Like Factor,"Member of the NineTeen Complex (NTC) that contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs; homolog of Drosophila crooked neck protein; interacts with U1 snRNP proteins"
YPL028W,ERG10,0.001809269,0.008840398,0.00703113,ERGosterol biosynthesis,"Acetyl-CoA C-acetyltransferase (acetoacetyl-CoA thiolase), cytosolic enzyme that transfers an acetyl group from one acetyl-CoA molecule to another, forming acetoacetyl-CoA; involved in the first step in mevalonate biosynthesis"
YPR107C,YTH1,0.001838291,-0.001478024,0.003316315,Yeast THirty kDa Homolog,"Essential RNA-binding component of cleavage and polyadenylation factor, contains five zinc fingers; required for pre-mRNA 3'-end processing and polyadenylation"
YJL011C,RPC17,0.001849154,0.000287507,0.001561647,RNA Polymerase C,"RNA polymerase III subunit C17; physically interacts with C31, C11, and TFIIIB70; may be involved in the recruitment of pol III by the preinitiation complex"
YLR378C,SEC61,0.001871078,0.005189987,0.003318909,SECretory,"Essential subunit of Sec61 complex (Sec61p, Sbh1p, and Sss1p); forms a channel for SRP-dependent protein import and retrograde transport of misfolded proteins out of the ER; with Sec63 complex allows SRP-independent protein import into ER"
YHR148W,IMP3,0.001928301,-0.000782872,0.002711173,Interacting with Mpp10p,"Component of the SSU processome, which is required for pre-18S rRNA processing, essential protein that interacts with Mpp10p and mediates interactions of Imp4p and Mpp10p with U3 snoRNA"
YJL194W,CDC6,0.001945496,0.001539405,0.00040609,Cell Division Cycle,"Essential ATP-binding protein required for DNA replication, component of the pre-replicative complex (pre-RC) which requires ORC to associate with chromatin and is in turn required for Mcm2-7p DNA association; homologous to S. pombe Cdc18p"
YHR088W,RPF1,0.001961745,-0.002450185,0.00441193,0,"Nucleolar protein involved in the assembly and export of the large ribosomal subunit; constituent of 66S pre-ribosomal particles; contains a sigma(70)-like motif, which is thought to bind RNA"
YHR040W,BCD1,0.001973704,-0.000587756,0.00256146,Box C/D snoRNA ,Essential protein required for the accumulation of box C/D snoRNA
YPR110C,RPC40,0.002000643,0.009518177,0.007517533,RNA Polymerase C,"RNA polymerase subunit AC40, common to RNA polymerase I and III"
YGR103W,NOP7,0.002008275,-0.00479639,0.006804665,NucleOlar Protein,Component of several different pre-ribosomal particles; forms a complex with Ytm1p and Erb1p that is required for maturation of the large ribosomal subunit; required for exit from G<sub>0</sub> and the initiation of cell proliferation
YBR254C,TRS20,0.002041207,0.005535191,0.003493985,TRapp Subunit,One of 10 subunits of the transport protein particle (TRAPP) complex of the cis-Golgi which mediates vesicle docking and fusion; mutations in the human homolog cause the spondyloepiphyseal dysplasia tarda (SEDL) disorder
YLR243W,GPN3,0.002060153,-0.009033819,0.011093971,#N/A,#N/A
YJL087C,TRL1,0.002060196,0.001721823,0.000338373,tRNA Ligase,"tRNA ligase, required for tRNA splicing and for both splicing and translation of HAC1 mRNA in the UPR; has phosphodiesterase, polynucleotide kinase, and ligase activities; localized at the inner nuclear envelope and partially to polysomes"
YER008C,SEC3,0.002061529,-0.002334517,0.004396047,SECretory,"Subunit of the exocyst complex (Sec3p, Sec5p, Sec6p, Sec8p, Sec10p, Sec15p, Exo70p, Exo84p) which mediates targeting of post-Golgi vesicles to sites of active exocytosis; Sec3p specifically is a spatial landmark for secretion"
YBL105C,PKC1,0.002064235,-0.008223281,0.010287516,Protein Kinase C,"Protein serine/threonine kinase essential for cell wall remodeling during growth; localized to sites of polarized growth and the mother-daughter bud neck; homolog of the alpha, beta, and gamma isoforms of mammalian protein kinase C (PKC)"
YLR002C,NOC3,0.002078139,-0.00746332,0.009541458,NucleOlar Complex associated,Protein that forms a nuclear complex with Noc2p that binds to 66S ribosomal precursors to mediate their intranuclear transport; also binds to chromatin to promote the association of DNA replication factors and replication initiation
YLR060W,FRS1,0.002083264,0.002384006,0.000300742,phenylalanyl (F)-tRNA Synthetase,"Beta subunit of cytoplasmic phenylalanyl-tRNA synthetase, forms a tetramer with Frs2p to generate active enzyme; able to hydrolyze mis-aminoacylated tRNA-Phe, which could contribute to translational quality control"
YNL310C,ZIM17,0.002085937,0.003717235,0.001631298,ZInc finger Motif protein of 17 kDa,Heat shock protein with a zinc finger motif; essential for protein import into mitochondria; may act with Pam18p to facilitate recognition and folding of imported proteins by Ssc1p (mtHSP70) in the mitochondrial matrix
YDR167W,TAF10,0.002094179,0.000362708,0.001731471,TATA binding protein-Associated Factor,"Subunit (145 kDa) of TFIID and SAGA complexes, involved in RNA polymerase II transcription initiation and in chromatin modification"
YDR487C,RIB3,0.002115492,-0.00849309,0.010608582,RIBoflavin biosynthesis,"3,4-dihydroxy-2-butanone-4-phosphate synthase (DHBP synthase), required for riboflavin biosynthesis from ribulose-5-phosphate, also has an unrelated function in mitochondrial respiration"
YGL092W,NUP145,0.002129704,0.002605747,0.000476042,NUclear Pore,"Essential protein with distinct roles in two nuclear pore subcomplexes; catalyzes its own proteolytic cleavage in vivo to generate a C-terminal fragment that is a structural component of the Nup84p subcomplex (with roles in NPC biogenesis and localization of genes to the nuclear periphery), and an N-terminal fragment that is one of several FG-nucleoporins within the NPC central core directly responsible for nucleocytoplasmic transport; homologous to human NUP98"
YNL207W,RIO2,0.002137583,0.002355419,0.000217836,RIght Open reading frame,Essential serine kinase involved in the processing of the 20S pre-rRNA into mature 18S rRNA; has similarity to Rio1p
YJR068W,RFC2,0.002157092,0.011583739,0.009426646,Replication Factor C,"Subunit of heteropentameric Replication factor C (RF-C), which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon"
YBL076C,ILS1,0.002194707,0.010503701,0.008308994,IsoLeucine-tRNA Synthetase,"Cytoplasmic isoleucine-tRNA synthetase, target of the G1-specific inhibitor reveromycin A"
YHR074W,QNS1,0.002195327,0.004362127,0.0021668,glutamine (Q) dependent Nad+ Synthetase,"Glutamine-dependent NAD(+) synthetase, essential for the formation of NAD(+) from nicotinic acid adenine dinucleotide"
YFR002W,NIC96,0.002227045,-0.006228393,0.008455438,Nucleoporin-Interacting Component of 96 kDa,"Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC nuclear basket; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p, Nup57p, and Nup49p)"
YDR037W,KRS1,0.002233377,0.004462713,0.002229336,Lysyl (K) tRNA Synthetase,Lysyl-tRNA synthetase
YDR189W,SLY1,0.002240385,-0.001257293,0.003497678,Suppressor of Loss of Ypt1,Hydrophilic protein involved in vesicle trafficking between the ER and Golgi; SM (Sec1/Munc-18) family protein that binds the tSNARE Sed5p and stimulates its assembly into a trans-SNARE membrane-protein complex
YDR341C,,0.002289647,0.001625843,0.000663804,0,"Arginyl-tRNA synthetase, proposed to be cytoplasmic but the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
YKR068C,BET3,0.002301252,1.59E-05,0.002285371,Blocked Early in Transport,Hydrophilic protein that acts in conjunction with SNARE proteins in targeting and fusion of ER to Golgi transport vesicles; component of the TRAPP (transport protein particle) complex
YNR003C,RPC34,0.002302364,0.000118415,0.00218395,RNA Polymerase C,RNA polymerase III subunit C34; interacts with TFIIIB70 and is a key determinant in pol III recruitment by the preinitiation complex
YGL018C,JAC1,0.002306879,0.005066165,0.002759286,J-type Accessory Chaperone,"Specialized J-protein that functions with Hsp70 in Fe-S cluster biogenesis in mitochondria, involved in iron metabolism; contains a J domain typical to J-type chaperones; localizes to the mitochondrial matrix"
YOR261C,RPN8,0.002312616,0.002196277,0.000116339,Regulatory Particle Non-ATPase,"Essential, non-ATPase regulatory subunit of the 26S proteasome; has similarity to the human p40 proteasomal subunit and to another S. cerevisiae regulatory subunit, Rpn11p"
YNL151C,RPC31,0.00234652,0.011910691,0.00956417,RNA Polymerase C,RNA polymerase III subunit C31
YDR088C,SLU7,0.002349512,-0.007166568,0.009516079,Synergistic Lethal with U5 snRNA,"RNA splicing factor, required for ATP-independent portion of 2nd catalytic step of spliceosomal RNA splicing; interacts with Prp18p; contains zinc knuckle domain"
YDR016C,DAD1,0.002350384,0.004650223,0.002299839,Duo1 And Dam1 interacting,"Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis"
YKR086W,PRP16,0.002372176,-0.005674788,0.008046964,Pre-mRNA Processing,"DEAH-box RNA helicase involved in second catalytic step of splicing; exhibits ATP-dependent RNA unwinding activity; mediates the release of Yju2p and Cwc25p in the second step; in the absence of ATP, stabilizes the binding of Cwc25p to the spliceosome in the first catalytic step"
YCL017C,NFS1,0.002399833,0.005881932,0.003482099,NiFS-like,Cysteine desulfurase involved in iron-sulfur cluster (Fe/S) biogenesis and in thio-modification of mitochondrial and cytoplasmic tRNAs; essential protein located predominantly in mitochondria
